version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SO-52C,1772574141863,2026-03-03_21-42-21,Africa/Kigali,android,1.52.0,94e0789c-8bae-41f4-bba6-50a7d3742d97,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false
