time,seconds_elapsed,z,y,x
1772534507681985500,0.061985595703125,0.10316352546215057,-0.08504921197891235,0.0933859646320343
1772534507692002600,0.07200244140625,0.12353416532278061,-0.06137828528881073,0.103413425385952
1772534507702018600,0.0820185546875,0.14389535784721375,-0.043120186775922775,0.08945154398679733
1772534507712035600,0.09203564453125,0.16687725484371185,-0.03248997777700424,0.055183518677949905
1772534507722052600,0.102052490234375,0.20515699684619904,-0.02579345926642418,0.03211228922009468
1772534507732068600,0.112068603515625,0.24134398996829987,0.0028382521122694016,0.03545036166906357
1772534507742085600,0.122085693359375,0.2548600435256958,0.02076105959713459,0.05508052185177803
1772534507752101600,0.1321015625,0.2410116046667099,0.02393397130072117,0.03166061267256737
1772534507762118700,0.14211865234375,0.2610659897327423,-0.013879453763365746,-0.002612672746181488
1772534507772134700,0.152134765625,0.31112319231033325,-0.039936840534210205,-0.028516575694084167
1772534507782151700,0.162151611328125,0.36913883686065674,-0.05843568965792656,-0.04784366860985756
1772534507792167700,0.172167724609375,0.4157741069793701,-0.10033287107944489,-0.06702195107936859
1772534507802184700,0.182184814453125,0.4476960599422455,-0.12948836386203766,-0.1073605865240097
1772534507812200400,0.192200439453125,0.47224658727645874,-0.15401911735534668,-0.14356353878974915
1772534507822217500,0.202217529296875,0.4713171422481537,-0.13935495913028717,-0.1634616106748581
1772534507832233700,0.212233642578125,0.44666796922683716,-0.10117118805646896,-0.17156687378883362
1772534507842250500,0.22225048828125,0.4231903553009033,-0.05603167787194252,-0.17942851781845093
1772534507852266500,0.2322666015625,0.4074990749359131,-0.05340639874339104,-0.1650720238685608
1772534507862283500,0.242283447265625,0.39339467883110046,-0.06334478408098221,-0.1305513232946396
1772534507872299800,0.2522998046875,0.39951592683792114,-0.04906096309423447,-0.12160801887512207
1772534507882316500,0.262316650390625,0.42580530047416687,0.00820712000131607,-0.1262485831975937
1772534507892332500,0.27233251953125,0.434583455324173,0.07087405025959015,-0.12161202728748322
1772534507902349600,0.282349609375,0.42156219482421875,0.11491527408361435,-0.11108775436878204
1772534507912365600,0.292365478515625,0.3783285915851593,0.16284266114234924,-0.0944591611623764
