time,seconds_elapsed,z,y,x
1772535186008272000,0.04827197265625,0.000150202278746292,0.0020807278342545033,-0.004832572303712368
1772535186018287900,0.058287841796875,-0.001811482128687203,0.0035510589368641376,-0.0062184808775782585
1772535186028304000,0.068303955078125,-0.001835716888308525,0.002014415105804801,-0.004977714270353317
1772535186038319900,0.07831982421875,0.0001637844106880948,0.0033366745337843895,-0.004576908424496651
1772535186048336000,0.0883359375,-0.0006090649403631687,0.002561428351327777,-0.004351338837295771
1772535186058351900,0.098351806640625,-0.00096086849225685,0.0041188448667526245,-0.004288222175091505
1772535186068367600,0.10836767578125,-0.0006266417913138866,0.0022176143247634172,-0.005034972447901964
1772535186078383900,0.1183837890625,-0.00043276368523947895,0.002329467097297311,-0.004764395300298929
1772535186088400000,0.12839990234375,-0.00007057376933516935,0.0033784860279411077,-0.004658934194594622
1772535186098415900,0.138415771484375,-0.0009462211164645851,0.00267674308270216,-0.004210191313177347
1772535186108432000,0.148431884765625,-0.001241033081896603,0.002948119305074215,-0.004549211822450161
1772535186118448600,0.15844873046875,-0.0005960154230706394,0.0036370791494846344,-0.0046781087294220924
1772535186128465000,0.16846484375,0.00011265171633567661,0.003373426152393222,-0.0055151404812932014
1772535186138481000,0.17848095703125,-0.00020453077740967274,0.003403786104172468,-0.004240018781274557
1772535186148497000,0.188496826171875,-0.00043036683928221464,0.002939064521342516,-0.0034344124142080545
1772535186158513000,0.198512939453125,-0.0016556872287765145,0.0036043222062289715,-0.00370179396122694
1772535186168529000,0.20852880859375,-0.0011283813510090113,0.0011720572365447879,-0.004130030050873756
1772535186178544600,0.218544677734375,0.0000029294772048160667,0.0035124430432915688,-0.004970257636159658
1772535186188560600,0.228560546875,-0.0008391620358452201,0.0015574166318401694,-0.0021433120127767324
1772535186198577000,0.238576904296875,-0.0014077469240874052,0.002682602033019066,-0.004717523697763681
1772535186208593000,0.248593017578125,-0.0009086705395020545,0.0023036343045532703,-0.0031582426745444536
1772535186218609000,0.25860888671875,-0.00224877311848104,0.002597380895167589,-0.004435760900378227
1772535186228625000,0.268625,-0.0022245384752750397,0.003946804907172918,-0.004824848845601082
1772535186238641000,0.278640869140625,0.0003251719754189253,0.002304965863004327,-0.0051630702801048756
1772535186248656600,0.28865673828125,-0.0017896442441269755,0.0030565098859369755,-0.004343349486589432
1772535186258672600,0.298672607421875,-0.0002700445184018463,0.0018985675415024161,-0.004157194402068853
1772535186268688600,0.308688720703125,-0.0024943165481090546,0.002828543307259679,-0.005648830905556679
1772535186278704600,0.31870458984375,-0.001398159540258348,0.0032381375785917044,-0.005080778617411852
1772535186288720600,0.328720703125,-0.0005768407136201859,0.0023616913240402937,-0.004487426485866308
1772535186298737000,0.33873681640625,0.0017339842161163688,0.0028748824261128902,-0.0036309538409113884
1772535186308753700,0.348753662109375,-0.0011427623685449362,0.0021936458069831133,-0.004718855023384094
1772535186318769700,0.358769775390625,-0.0014000238152220845,0.0024535702541470528,-0.0057164751924574375
1772535186328785700,0.36878564453125,-0.00015872440417297184,0.0020852552261203527,-0.004993160720914602
1772535186338801700,0.3788017578125,-0.00035739620216190815,0.003055178327485919,-0.0037143107037991285
1772535186348818000,0.38881787109375,-0.00042504051816649735,0.002101234160363674,-0.004874117206782103
1772535186358833700,0.398833740234375,0.00042504051816649735,0.0024114924017339945,-0.0037854171823710203
1772535186368849700,0.408849609375,-0.0007837683078832924,0.0031047132797539234,-0.004998486954718828
1772535186378865700,0.41886572265625,-0.00013315805699676275,0.0024082965683192015,-0.0030181603506207466
1772535186388881700,0.428881591796875,-0.0011861718958243728,0.003981159534305334,-0.005239502992480993
1772535186398897700,0.438897705078125,-0.0008122641011141241,0.003197657410055399,-0.005821936298161745
1772535186408913700,0.44891357421875,-0.0014173343079164624,0.00395852280780673,-0.0038301581516861916
1772535186418930000,0.458929931640625,0.0001304948964389041,0.002100701443850994,-0.004257062915712595
1772535186428945700,0.468945556640625,-0.0009334379574283957,0.002752110594883561,-0.006130596622824669
1772535186438961700,0.478961669921875,0.0008769789128564298,0.004560929723083973,-0.003853061469271779
1772535186448977700,0.488977783203125,-0.001065264455974102,0.0032320122700184584,-0.0037119139451533556
1772535186458993700,0.49899365234375,0.0001280980504816398,0.002261822810396552,-0.005919940769672394
1772535186469009700,0.509009765625,-0.00009720538218971342,0.002350239548832178,-0.006457100156694651
1772535186479025700,0.519025634765625,-0.0011249192757532,0.002567553659901023,-0.002549177734181285
1772535186489042000,0.5290419921875,-0.00022210762836039066,0.002977946773171425,-0.0034820830915123224
1772535186499058700,0.53905859375,-0.0013664679136127234,0.0029142971616238356,-0.005416336935013533
1772535186509074700,0.54907470703125,-0.0022897860035300255,0.0028972530271857977,-0.004263454582542181
1772535186519090700,0.559090576171875,-0.0010005496442317963,0.003783819265663624,-0.004501807503402233
1772535186529106700,0.569106689453125,0.00001864212754298933,0.0021140172611922026,-0.00469568558037281
1772535186539123000,0.579123046875,-0.00016698020044714212,0.0018247979460284114,-0.0046661244705319405
1772535186549138700,0.589138671875,-0.0006261091912165284,0.0023587618488818407,-0.006046174559742212
1772535186559154700,0.59915478515625,-0.00010040117194876075,0.003733219113200903,-0.0043835630640387535
1772535186569170700,0.609170654296875,-0.0010106696281582117,0.0024615598376840353,-0.004776645917445421
1772535186579186700,0.619186767578125,-0.0007928230334073305,0.0032533176708966494,-0.00307621737010777
1772535186589202700,0.62920263671875,-0.0010873686987906694,0.0020013656467199326,-0.0040975394658744335
1772535186599218700,0.63921875,-0.000467118457891047,0.002669020090252161,-0.003356115659698844
1772535186609234700,0.649234619140625,-0.0007291734800674021,0.0014295848086476326,-0.003605121048167348
1772535186619250700,0.659250732421875,-0.0002335592289455235,0.0034730283077806234,-0.004418983124196529
1772535186629266700,0.6692666015625,-0.0010090717114508152,0.0024977787397801876,-0.005028580781072378
1772535186639282700,0.67928271484375,-0.0019955066964030266,0.0025100293569266796,-0.004886634182184935
1772535186649298700,0.689298583984375,-0.0014359764754772186,0.0026586337480694056,-0.005114600993692875
1772535186659314700,0.699314697265625,0.00011371697473805398,0.0025744778104126453,-0.004507932811975479
1772535186669330700,0.70933056640625,-0.0009337042574770749,0.0025774072855710983,-0.004969991277903318
1772535186679346700,0.7193466796875,-0.0020783308427780867,0.002921754028648138,-0.004505269695073366
1772535186689363700,0.72936376953125,-0.0014530207263305783,0.002898318227380514,-0.004108192399144173
1772535186699379700,0.739379638671875,-0.00011851066665258259,0.0032445292454212904,-0.002403769176453352
1772535186709395700,0.749395751953125,-0.0004929511342197657,0.0033185649663209915,-0.005311674904078245
1772535186719411700,0.75941162109375,-0.0005036037764512002,0.002302835462614894,-0.004315918777137995
1772535186729427700,0.769427734375,-0.0007582019316032529,0.001002413802780211,-0.0049614692106842995
1772535186739443700,0.779443603515625,-0.0008026767172850668,0.0031047132797539234,-0.0033369408920407295
1772535186749459700,0.789459716796875,-0.0003326288133393973,0.0032591766212135553,-0.0033888723701238632
1772535186759475700,0.799475830078125,0.000055660068028373644,0.002957440447062254,-0.003923369105905294
1772535186769491700,0.80949169921875,-0.00044581317342817783,0.0021608888637274504,-0.0041247038170695305
1772535186779507700,0.8195078125,-0.000592020689509809,0.0027350664604455233,-0.0041156490333378315
1772535186789523700,0.829523681640625,-0.000568052229937166,0.002838130807504058,-0.0037800907157361507
1772535186799539700,0.839539794921875,-0.0008817726047709584,0.001844771672040224,-0.004596083424985409
1772535186809555700,0.8495556640625,-0.0019262643763795495,0.0026589001063257456,-0.003656253917142749
1772535186819571700,0.85957177734375,-0.0010237190872430801,0.0025214808993041515,-0.004826979245990515
1772535186829587700,0.869587646484375,-0.00035499935620464385,0.0024708807468414307,-0.00506985979154706
1772535186839603700,0.879603759765625,-0.0016173376934602857,0.00264771468937397,-0.0037350833881646395
1772535186849619700,0.88961962890625,-0.0007174555794335902,0.0026988473255187273,-0.004077299498021603
1772535186859635700,0.8996357421875,-0.0005334311863407493,0.003169428091496229,-0.004819256253540516
1772535186869651700,0.909651611328125,0.00011771172285079956,0.002231462625786662,-0.004968925844877958
1772535186879668700,0.919668701171875,-0.001178182428702712,0.0032807481475174427,-0.0041582598350942135
1772535186889684700,0.929684814453125,-0.0015488944482058287,0.0016506272368133068,-0.005976932588964701
1772535186899700700,0.93970068359375,-0.0006998787284828722,0.0017614146927371621,-0.004519384354352951
1772535186909716500,0.949716552734375,0.0002884203568100929,0.003349990351125598,-0.002609365154057741
1772535186919732700,0.959732666015625,-0.0005283711361698806,0.0005752427969127893,-0.00410419749096036
1772535186929748700,0.969748779296875,-0.00043809000635519624,0.0021877868566662073,-0.0029609024059027433
1772535186939764700,0.9797646484375,0.000003994741746282671,0.0014093448407948017,-0.0041641187854111195
1772535186949780700,0.98978076171875,-0.0004727110790554434,0.00267754215747118,-0.005102350376546383
1772535186959796700,0.999796630859375,-0.0006370281334966421,0.0022003035992383957,-0.00398621940985322
1772535186969812700,1.009812744140625,-0.0012359730899333954,0.003540672594681382,-0.0033475933596491814
